হাগদবনি,ꯍꯥꯒꯗꯕꯅꯤ
পেন্না,ꯄꯦꯟꯅꯥ
কিবদগী,ꯀꯤꯕꯗꯒꯤ
সমুদ্রা,ꯁꯃꯨꯗꯔ꯭ꯥ
অফবদা,ꯑꯐꯕꯗ
য়াদবগুম,ꯌꯥꯗꯕꯒꯨꯝ
অদুদৈদি,ꯑꯗꯨꯗꯩꯗꯤ
ইগভর্ন্যান্স,ꯏꯒꯚꯔꯅꯌ꯭ꯥꯟꯁ
দ্রেনেজ,ꯗꯔ꯭ꯦꯅꯦꯖ
সেন্সিটিভ,ꯁꯦꯟꯁꯤꯇꯤꯚ
তাকখি,ꯇꯥꯛꯈꯤ
থৌশাবিদ্রে,ꯊꯧꯁꯥꯕꯤꯗꯔ꯭ꯦ
মক্রক,ꯃꯀꯔ꯭ꯛ
তৌরক্পগী,ꯇꯧꯔꯛꯄꯒꯤ
মাঙজবতা,ꯃꯥꯡꯖꯕꯇ
য়েংবীরো,ꯌꯦꯡꯕꯤꯔꯣ
পোত্থাবিয়ু,ꯄꯣꯠꯊꯥꯕꯤꯌꯨ
চাওখৎতনা,ꯆꯥꯑꯣꯈꯠꯇꯅ
সোরারেল্গী,ꯁꯣꯔꯥꯔꯦꯜꯒꯤ
পীবিয়ুতেংবাং,ꯄꯤꯕꯤꯌꯨꯇꯦꯡꯕꯥꯡ
নিরঞ্জন,ꯅꯤꯔꯟꯖꯟ
নৌপ্ৱাদি,ꯅꯧꯞꯋꯥꯗꯤ
মচিঞ্জাক্কী,ꯃꯆꯤꯟꯖꯥꯛꯀꯤ
রিহেবিলিটেসন,ꯔꯤꯍꯦꯕꯤꯂꯤꯇꯦꯁꯟ
গুজরাতি,ꯒꯨꯖꯔꯥꯇꯤ
য়াংখৈমাথোই,ꯌꯥꯡꯈꯩꯃꯥꯊꯣꯏ
লোল্লিবসি,ꯂꯣꯜꯂꯤꯕꯁꯤ
য়েংশিল্লুরে,ꯌꯦꯡꯁꯤꯜꯂꯨꯔꯦ
কায়্খ্রবোইরে,ꯀꯥꯌꯈꯔ꯭ꯕꯣꯏꯔꯦ
ৱারীদি,ꯋꯥꯔꯤꯗꯤ
প্রজাসি,ꯄꯔ꯭ꯖꯥꯁꯤ
ফাইন্দরশিং,ꯐꯥꯏꯟꯗꯔꯁꯤꯡ
পোলিথিন,ꯄꯣꯂꯤꯊꯤꯟ
দেটাদাগী,ꯗꯦꯇꯥꯗꯥꯒꯤ
লিটিগেসন,ꯂꯤꯇꯤꯒꯦꯁꯟ
পেন্সন,ꯄꯦꯟꯁꯟ
মপাদু,ꯃꯄꯥꯗꯨ
ঐহাক্তি,ꯑꯩꯍꯥꯛꯇꯤ
মাংহন,ꯃꯥꯡꯍꯟ
তান্নরক্পদু,ꯇꯥꯟꯅꯔꯛꯄꯗꯨ
কিশিল্লু,ꯀꯤꯁꯤꯜꯂꯨ
হিপফম,ꯍꯤꯞꯐꯝ
থাক্তবসু,ꯊꯥꯛꯇꯕꯁꯨ
ফিরাল,ꯐꯤꯔꯥꯜ
তোংখত,ꯇꯣꯡꯈꯠ
ইনগদগে,ꯏꯟꯒꯗꯒꯦ
নিংথি,ꯅꯤꯡꯊꯤ
থমজিল্লু,ꯊꯝꯖꯤꯜꯂꯨ
লাইরেন্দুগী,ꯂꯥꯏꯔꯦꯟꯗꯨꯒꯤ
ত্রান্সমিটেদ,ꯇꯔ꯭ꯥꯟꯁꯃꯤꯇꯦꯗ
নোটিস,ꯅꯣꯇꯤꯁ
মেত্তরশিং,ꯃꯦꯠꯇꯔꯁꯤꯡ
কাম্খত্পিরক্ও,ꯀꯥꯝꯈꯠꯄꯤꯔꯛꯑꯣ
থৌরিদু,ꯊꯧꯔꯤꯗꯨ
মায়োক্নগদৌরি,ꯃꯥꯌꯣꯛꯅꯒꯗꯧꯔꯤ
ষ্ট্রাইক,ꯁꯇ꯭ꯔ꯭ꯥꯏꯛ
এমেন্দমেন্ট,ꯑꯦꯃꯦꯟꯗꯃꯦꯟꯇ
পোস্তেল,ꯄꯣꯁꯇꯦꯜ
কম্পোজিট,ꯀꯝꯄꯣꯖꯤꯠ
মান্দোব্তা,ꯃꯥꯟꯗꯣꯕꯇꯥ
হৌনবী,ꯍꯧꯅꯕꯤ
প্রোফিলেক্সিস,ꯄꯔ꯭ꯣꯐꯤꯂꯦꯛꯁꯤꯁ
ৱেল্ডর,ꯋꯦꯜꯗꯔ
পুজখ্রো,ꯄꯨꯖꯈꯔ꯭ꯣ
থাগৎলু,ꯊꯥꯒꯠꯂꯨ
হোত্নজরগে,ꯍꯣꯠꯅꯖꯔꯒꯦ
চুম্মিনে,ꯆꯨꯝꯃꯤꯅꯦ
খাবীগনি,ꯈꯥꯕꯤꯒꯅꯤ
মীরোল্লবোইরে,ꯃꯤꯔꯣꯜꯂꯕꯣꯏꯔꯦ
ফোরশোক,ꯐꯣꯔꯁꯣꯛ
খঙ্দ্রে,ꯈꯡꯗꯔ꯭ꯦ
মপুনা,ꯃꯄꯨꯅ
কিয়োর,ꯀꯤꯌꯣꯔ
সোর্টলিষ্ট,ꯁꯣꯔꯇꯂꯤꯁꯇ
রুলিং,ꯔꯨꯂꯤꯡ
পোন্দগী,ꯄꯣꯟꯗꯒꯤ
হায়্রবদি,ꯍꯥꯌꯔ꯭ꯕꯗꯤ
চঙ্ঙকু,ꯆꯡꯉꯀꯨ
পান্দম,ꯄꯥꯟꯗꯝ
য়ৌগদবদি,ꯌꯧꯒꯗꯕꯗꯤ
হল্লক্পদু,ꯍꯜꯂꯛꯄꯗꯨ
লিগামেন্ট,ꯂꯤꯒꯥꯃꯦꯟꯇ
ইলেক্ট্রিসিয়ান,ꯏꯂꯦꯛꯇꯔ꯭ꯤꯁꯤꯌꯥꯟ
নোংদগী,ꯅꯣꯡꯗꯒꯤ
শীংবু,ꯁꯤꯡꯕꯨ
খুদোংচাগদগে,ꯈꯨꯗꯣꯡꯆꯥꯒꯗꯒꯦ
গেরেন্টিদি,ꯒꯦꯔꯦꯟꯇꯤꯗꯤ
হাওসি,ꯍꯥꯑꯣꯁꯤ
য়ুম্বুনসু,ꯌꯨꯝꯕꯨꯅꯁꯨ
লৌশিংগ্যান,ꯂꯧꯁꯤꯡꯒꯌ꯭ꯥꯟ
ঙ্খঞ্ঝঞ্চ,ꯉꯈ꯭ꯟꯓꯟꯆ
হায়বনচিংবা,ꯍꯥꯌꯕꯅꯆꯤꯡꯕ
তৌমীন্নগনি,ꯇꯧꯃꯤꯟꯅꯒꯅꯤ
কাইথবগী,ꯀꯥꯏꯊꯕꯒꯤ
তুহৎপীবদগী,ꯇꯨꯍꯠꯄꯤꯕꯗꯒꯤ
খোল্লো,ꯈꯣꯜꯂꯣ
চোংথাসকী,ꯆꯣꯡꯊꯥꯁꯀꯤ
কোক্নি,ꯀꯣꯛꯅꯤ
তান্নরকি,ꯇꯥꯟꯅꯔꯀꯤ
শায়োন,ꯁꯥꯌꯣꯟ
পিনশীং,ꯄꯤꯟꯁꯤꯡ
ইপ্রোসিক্যুসন,ꯏꯄꯔ꯭ꯣꯁꯤꯀꯌ꯭ꯨꯁꯟ
ইলেক্ত্রিক্না,ꯏꯂꯦꯛꯇꯔ꯭ꯤꯛꯅꯥ
পরেংশীংদুগী,ꯄꯔꯦꯡꯁꯤꯡꯗꯨꯒꯤ
কালেন,ꯀꯥꯂꯦꯟ
খুৎশুখুৎলাইশীংনা,ꯈꯨꯠꯁꯨꯈꯨꯠꯂꯥꯏꯁꯤꯡꯅ
নৈনরবা,ꯅꯩꯅꯔꯕ
এটেষ্টেদ,ꯑꯦꯇꯦꯁꯇꯦꯗ
নুপাশীংদগী,ꯅꯨꯄꯥꯁꯤꯡꯗꯒꯤ
মর্ক্যুরি,ꯃꯔꯀꯌ꯭ꯨꯔꯤ
তিংবা,ꯇꯤꯡꯕ
লৌরবশীংগীদি,ꯂꯧꯔꯕꯁꯤꯡꯒꯤꯗꯤ
বেগশীং,ꯕꯦꯒꯁꯤꯡ
হিংচাবী,ꯍꯤꯡꯆꯥꯕꯤ
এলোপেথিক,ꯑꯦꯂꯣꯄꯦꯊꯤꯛ
কান্নবশীং,ꯀꯥꯟꯅꯕꯁꯤꯡ
য়াওজরক্তে,ꯌꯥꯑꯣꯖꯔꯛꯇꯦ
ঙম্গদগে,ꯉꯝꯒꯗꯒꯦ
ব্যৱস্থা,ꯕꯌ꯭ꯋꯁꯊꯥ
ফার্মর,ꯐꯥꯔꯃꯔ
প্রাজাশক্তি,ꯄꯔ꯭ꯥꯖꯥꯁꯛꯇꯤ
পেসেন্ট,ꯄꯦꯁꯦꯟꯇ
ইন্টরনেসনেলি,ꯏꯟꯇꯔꯅꯦꯁꯅꯦꯂꯤ
লাক্তবদগী,ꯂꯥꯛꯇꯕꯗꯒꯤ
হৈতবোই,ꯍꯩꯇꯕꯣꯏ
মঙায়,ꯃꯉꯥꯌ
তৌবিরো,ꯇꯧꯕꯤꯔꯣ
লিশিংগী,ꯂꯤꯁꯤꯡꯒꯤ
লেপ্নরসি,ꯂꯦꯞꯅꯔꯁꯤ
ফ্যুরিয়স,ꯐꯌ꯭ꯨꯔꯤꯌꯁ
সিদশীংদগী,ꯁꯤꯗꯁꯤꯡꯗꯒꯤ
লিগনিন,ꯂꯤꯒꯅꯤꯟ
থীংজিল্লু,ꯊꯤꯡꯖꯤꯜꯂꯨ
অয়াকপা,ꯑꯌꯥꯛꯄ
খুন্জাশিংদি,ꯈꯨꯟꯖꯥꯁꯤꯡꯗꯤ
খঙমিন্নবা,ꯈꯡꯃꯤꯟꯅꯕ
দ্রাইব,ꯗꯔ꯭ꯥꯏꯕ
বীজাতি,ꯕꯤꯖꯥꯇꯤ
খল্লক্পোইরে,ꯈꯜꯂꯛꯄꯣꯏꯔꯦ
পর্মেনেন্ট,ꯄꯔꯃꯦꯅꯦꯟꯇ
লৈহল্লক্তে,ꯂꯩꯍꯜꯂꯛꯇꯦ
পোরনোগ্রাফি,ꯄꯣꯔꯅꯣꯒꯔ꯭ꯥꯐꯤ
য়াক্না,ꯌꯥꯛꯅ
প্রোসেসিংগী,ꯄꯔ꯭ꯣꯁꯦꯁꯤꯡꯒꯤ
মুভিশীংদি,ꯃꯨꯚꯤꯁꯤꯡꯗꯤ
হিয়াঙ্গৈ,ꯍꯤꯌꯥꯡꯒꯩ
হৈশিংলবশিংদগী,ꯍꯩꯁꯤꯡꯂꯕꯁꯤꯡꯗꯒꯤ
ইপানা,ꯏꯄꯥꯅ
সিগ্নেচরশীং,ꯁꯤꯒꯅꯦꯆꯔꯁꯤꯡ
ইব্যুজিনেসশীং,ꯏꯕꯌ꯭ꯨꯖꯤꯅꯦꯁꯁꯤꯡ
খোন্ফম্দি,ꯈꯣꯟꯐꯝꯗꯤ
পেরাসিটামোল,ꯄꯦꯔꯥꯁꯤꯇꯥꯃꯣꯜ
ফংহল্লম্মী,ꯐꯪꯍꯜꯂꯝꯃꯤ
পাঙ্গল্না,ꯄꯥꯡꯒꯜꯅꯥ
হিদাক্কী,ꯍꯤꯗꯥꯛꯀꯤ
সেক্রেটরিএট,ꯁꯦꯀꯔ꯭ꯦꯇꯔꯤꯑꯦꯠ
মীয়াম্দু,ꯃꯤꯌꯥꯝꯗꯨ
মেম্বরশিংগী,ꯃꯦꯝꯕꯔꯁꯤꯡꯒꯤ
ষ্টেন্দর্দনি,ꯁꯇ꯭ꯦꯟꯗꯔꯗꯅꯤ
রেস্ক্যু,ꯔꯦꯁꯀꯌ꯭ꯨ
তৌদবগুম্না,ꯇꯧꯗꯕꯒꯨꯝꯅꯥ
তাইবংঙানববু,ꯇꯥꯏꯕꯪꯉꯥꯟꯕꯕꯨ
লৈহল্লোইদগে,ꯂꯩꯍꯜꯂꯣꯏꯗꯒꯦ
অনাবশীং,ꯑꯅꯥꯕꯁꯤꯡ
রেসিষ্টেন্সকী,ꯔꯦꯁꯤꯁꯇꯦꯟꯁꯀꯤ
পোক্কদৌবগী,ꯄꯣꯛꯀꯗꯧꯕꯒꯤ
লাইবক্থিবদি,ꯂꯥꯏꯕꯛꯊꯤꯕꯗꯤ
দ্রগশিং,ꯗꯔ꯭ꯒꯁꯤꯡ
রেসিষ্টেন্সগী,ꯔꯦꯁꯤꯁꯇꯦꯟꯁꯒꯤ
মশক্তু,ꯃꯁꯛꯇꯨ
থোংনাউ,ꯊꯣꯡꯅꯥꯎ
ইফেক্টশীংগী,ꯏꯐꯦꯛꯇꯁꯤꯡꯒꯤ
হায়জবদগী,ꯍꯥꯌꯖꯕꯗꯒꯤ
ফত্তেদকো,ꯐꯠꯇꯦꯗꯀꯣ
ট্যুবরক্যুলোসিস,ꯇꯌ꯭ꯨꯕꯔꯀꯌ꯭ꯨꯂꯣꯁꯤꯁ
শাফনবা,ꯁꯥꯐꯅꯕ
হৈকৎলৈকৎ,ꯍꯩꯀꯠꯂꯩꯀꯠ
ইন্দোন,ꯏꯟꯗꯣꯟ
ইস্কেমিক,ꯏꯁꯀꯦꯃꯤꯛ
শাবিয়ু,ꯁꯥꯕꯤꯌꯨ
এষ্ট্রোফিজিক্স,ꯑꯦꯁꯇꯔ꯭ꯣꯐꯤꯖꯤꯛꯁ
তাংবশীংগী,ꯇꯥꯡꯕꯁꯤꯡꯒꯤ
পোত্থাহনগদবা,ꯄꯣꯠꯊꯥꯍꯟꯒꯗꯕ
কান্দদি,ꯀꯥꯟꯗꯗꯤ
ৱারেংদু,ꯋꯥꯔꯦꯡꯗꯨ
উহন্নবা,ꯎꯍꯟꯅꯕ
য়েন্থী,ꯌꯦꯟꯊꯤ
মতেংশীং,ꯃꯇꯦꯡꯁꯤꯡ
রেদিওগী,ꯔꯦꯗꯤꯑꯣꯒꯤ
লোনগীদমক্তদি,ꯂꯣꯟꯒꯤꯗꯃꯛꯇꯗꯤ
চক্রবর্টি,ꯆꯀꯔ꯭ꯕꯔꯇꯤ
জুলোজিষ্টশীং,ꯖꯨꯂꯣꯖꯤꯁꯇꯁꯤꯡ
কৌরগে,ꯀꯧꯔꯒꯦ
তৈদবা,ꯇꯩꯗꯕ
অসীদা,ꯑꯁꯤꯗ
কৈদনো,ꯀꯩꯗꯅꯣ
লান্সি,ꯂꯥꯟꯁꯤ
মেচ্যুরিটিগী,ꯃꯦꯆꯌ꯭ꯨꯔꯤꯇꯤꯒꯤ
চিকপি,ꯆꯤꯛꯄꯤ
ফিতেল,ꯐꯤꯇꯦꯜ
ত্রাইবশীংগী,ꯇꯔ꯭ꯥꯏꯕꯁꯤꯡꯒꯤ
তাহৌরবদি,ꯇꯥꯍꯧꯔꯕꯗꯤ
ফিটিংশীং,ꯐꯤꯇꯤꯡꯁꯤꯡ
কৈথেল্দগী,ꯀꯩꯊꯦꯜꯗꯒꯤ
খুদমনি,ꯈꯨꯗꯝꯅꯤ
চৎহল্লি,ꯆꯠꯍꯜꯂꯤ
দাইএবেটিজঅতৈ,ꯗꯥꯏꯑꯦꯕꯦꯇꯤꯖꯑꯇꯩ
কায়দব্রা,ꯀꯥꯌꯗꯕꯔ꯭ꯥ
প্রিনেতেল,ꯄꯔ꯭ꯤꯅꯦꯇꯦꯜ
গেরেন্তি,ꯒꯦꯔꯦꯟꯇꯤ
ওক্নরে,ꯑꯣꯛꯅꯔꯦ
কাফেত,ꯀꯥꯐꯦꯠ
তংখায়দগী,ꯇꯪꯈꯥꯌꯗꯒꯤ
অয়ুক্তা,ꯑꯌꯨꯛꯇꯥ
অকংবদুদগী,ꯑꯀꯪꯕꯗꯨꯗꯒꯤ
ইফিসিএন্সিদগী,ꯏꯐꯤꯁꯤꯑꯦꯟꯁꯤꯗꯒꯤ
লৌখৎত্রবদি,ꯂꯧꯈꯠꯇꯔ꯭ꯕꯗꯤ
কম্প্রোমাইজ,ꯀꯝꯄꯔ꯭ꯣꯃꯥꯏꯖ
টেষ্টিং,ꯇꯦꯁꯇꯤꯡ
পেষ্টিসাইদশীং,ꯄꯦꯁꯇꯤꯁꯥꯏꯗꯁꯤꯡ
প্রদক্টশীংবু,ꯄꯔ꯭ꯗꯛꯇꯁꯤꯡꯕꯨ
ইন্খত্চগে,ꯏꯟꯈꯠꯆꯒꯦ
চত্তবসি,ꯆꯠꯇꯕꯁꯤ
দরখাষ্ট,ꯗꯔꯈꯥꯁꯇ
লৌনম,ꯂꯧꯅꯝ
সাইত্তু,ꯁꯥꯏꯠꯇꯨ
তর্গেত,ꯇꯔꯒꯦꯠ
হামুগী,ꯍꯥꯃꯨꯒꯤ
ক্রেক্কিং,ꯀꯔ꯭ꯦꯛꯀꯤꯡ
লৈবগুম,ꯂꯩꯕꯒꯨꯝ
মোসক্যুইটো,ꯃꯣꯁꯀꯌ꯭ꯨꯏꯇꯣ
থুদেকি,ꯊꯨꯗꯦꯀꯤ
দিজিটাইজ,ꯗꯤꯖꯤꯇꯥꯏꯖ
সাইরেন,ꯁꯥꯏꯔꯦꯟ
থোংদা,ꯊꯣꯡꯗ
য়ারক্তরে,ꯌꯥꯔꯛꯇꯔꯦ
চেম্পেইন,ꯆꯦꯝꯄꯦꯏꯟ
লোইকাবগী,ꯂꯣꯏꯀꯥꯕꯒꯤ
জয়ন্তি,ꯖꯌꯟꯇꯤ
নেসন্স,ꯅꯦꯁꯟꯁ
য়াওরগদি,ꯌꯥꯑꯣꯔꯒꯗꯤ
মচুগুম্না,ꯃꯆꯨꯒꯨꯝꯅꯥ
ষ্টোরেজগী,ꯁꯇ꯭ꯣꯔꯦꯖꯒꯤ
কিশিন্নরে,ꯀꯤꯁꯤꯟꯅꯔꯦ
কন্ত্রেক্টরশিং,ꯀꯟꯇꯔ꯭ꯦꯛꯇꯔꯁꯤꯡ
গ্রুপ্তা,ꯒꯔ꯭ꯨꯞꯇꯥ
পাউন্দ,ꯄꯥꯎꯟꯗ
চায়বগী,ꯆꯥꯌꯕꯒꯤ
প্রদক্টশীংদু,ꯄꯔ꯭ꯗꯛꯇꯁꯤꯡꯗꯨ
ত্রান্সিট,ꯇꯔ꯭ꯥꯟꯁꯤꯠ
লন্থুম্,ꯂꯟꯊꯨꯝ
স্পেসিফিসিটি,ꯁꯄ꯭ꯦꯁꯤꯐꯤꯁꯤꯇꯤ
কেম্পেন,ꯀꯦꯝꯄꯦꯟ
মোটিভেসনেল,ꯃꯣꯇꯤꯚꯦꯁꯅꯦꯜ
খায়্গে,ꯈꯥꯌꯒꯦ
ওইরম্গনি,ꯑꯣꯏꯔꯝꯒꯅꯤ
ক্রোস,ꯀꯔ꯭ꯣꯁ
ত্রান্সফার,ꯇꯔ꯭ꯥꯟꯁꯐꯥꯔ
লৈরবোইরে,ꯂꯩꯔꯕꯣꯏꯔꯦ
ওইরিঙৈদগী,ꯑꯣꯏꯔꯤꯉꯩꯗꯒꯤ
তৌজরগে,ꯇꯧꯖꯔꯒꯦ
পীবদগীসু,ꯄꯤꯕꯗꯒꯤꯁꯨ
য়াউরিবশীংদুগী,ꯌꯥꯎꯔꯤꯕꯁꯤꯡꯗꯨꯒꯤ
জেলদগী,ꯖꯦꯜꯗꯒꯤ
সিদিএনি,ꯁꯤꯗꯤꯑꯦꯅꯤ
লোক্তাক,ꯂꯣꯛꯇꯥꯛ
মেদিটেসনগীদমক্তা,ꯃꯦꯗꯤꯇꯦꯁꯟꯒꯤꯗꯃꯛꯇ
ৱার্করস,ꯋꯥꯔꯀꯔꯁ
পাউমীশিং,ꯄꯥꯎꯃꯤꯁꯤꯡ
টেরোরিষ্ট,ꯇꯦꯔꯣꯔꯤꯁꯇ
খজিক্তা,ꯈꯖꯤꯛꯇꯥ
লুচিংবসু,ꯂꯨꯆꯤꯡꯕꯁꯨ
খুরুম্জবোইরে,ꯈꯨꯔꯨꯝꯖꯕꯣꯏꯔꯦ
অধিকারশিং,ꯑꯙꯤꯀꯥꯔꯁꯤꯡ
চান্দিগর,ꯆꯥꯟꯗꯤꯒꯔ
কিহনবশীংনা,ꯀꯤꯍꯟꯕꯁꯤꯡꯅ
থারম্মী,ꯊꯥꯔꯝꯃꯤ
অনিখক্তং,ꯑꯅꯤꯈꯛꯇꯪ
মচাদুবু,ꯃꯆꯥꯗꯨꯕꯨ
ঈংহল্লু,ꯏꯡꯍꯜꯂꯨ
খোংনাংঅনি,ꯈꯣꯡꯅꯥꯡꯑꯅꯤ
কায়্রোই,ꯀꯥꯌꯔ꯭ꯣꯏ
ব্রোডকাষ্টিংগী,ꯕꯔ꯭ꯣꯗꯀꯥꯁꯇꯤꯡꯒꯤ
পৱারফুল,ꯄꯋꯥꯔꯐꯨꯜ
উংহল্লি,ꯎꯡꯍꯜꯂꯤ
স্যানেট,ꯁꯌ꯭ꯥꯅꯦꯠ
পীকিস্তান্দা,ꯄꯤꯀꯤꯁꯇꯥꯟꯗꯥ
কান্তি,ꯀꯥꯟꯇꯤ
য়াংখৈহুম্দোই,ꯌꯥꯡꯈꯩꯍꯨꯝꯗꯣꯏ
এক্সরসাইজ,ꯑꯦꯛꯁꯔꯁꯥꯏꯖ
লাংবগুম,ꯂꯥꯡꯕꯒꯨꯝ
হল্লক্তরে,ꯍꯜꯂꯛꯇꯔꯦ
তৌরে,ꯇꯧꯔꯦ
ইন্টরমিদিয়ারি,ꯏꯟꯇꯔꯃꯤꯗꯤꯌꯥꯔꯤ
সিফিলিসগী,ꯁꯤꯐꯤꯂꯤꯁꯒꯤ
অনিসিদগী,ꯑꯅꯤꯁꯤꯗꯒꯤ
কেনোনিকেল,ꯀꯦꯅꯣꯅꯤꯀꯦꯜ
লোম্খিবোইরে,ꯂꯣꯝꯈꯤꯕꯣꯏꯔꯦ
পামদ্রে,ꯄꯥꯝꯗꯔ꯭ꯦ
খংচোং,ꯈꯪꯆꯣꯡ
ওর্দরশীং,ꯑꯣꯔꯗꯔꯁꯤꯡ
লেবশীং,ꯂꯦꯕꯁꯤꯡ
ৱারৌবিগনু,ꯋꯥꯔꯧꯕꯤꯒꯅꯨ
অনাবশীংদগী,ꯑꯅꯥꯕꯁꯤꯡꯗꯒꯤ
গ্রেজুএশন,ꯒꯔ꯭ꯦꯖꯨꯑꯦꯁꯟ
কুন্থ্রানিথোই,ꯀꯨꯟꯊꯔ꯭ꯥꯅꯤꯊꯣꯏ
লিরগা,ꯂꯤꯔꯒ
লৈব্রা,ꯂꯩꯕꯔ꯭ꯥ
মহুদকী,ꯃꯍꯨꯗꯀꯤ
ষ্ট্রাটেজি,ꯁꯇ꯭ꯔ꯭ꯥꯇꯦꯖꯤ
পেল্লে,ꯄꯦꯜꯂꯦ
ৱাৎপা,ꯋꯥꯠꯄ
চংখিবনি,ꯆꯪꯈꯤꯕꯅꯤ
লঙ্গৈদগী,ꯂꯡꯒꯩꯗꯒꯤ
হান্নদি,ꯍꯥꯟꯅꯗꯤ
ইন্দিভিজুয়েল,ꯏꯟꯗꯤꯚꯤꯖꯨꯌꯦꯜ
মাইক্রোস্কোপ,ꯃꯥꯏꯀꯔ꯭ꯣꯁꯀꯣꯞ
লাইওংশীংদি,ꯂꯥꯏꯑꯣꯡꯁꯤꯡꯗꯤ
চেম্পিয়ন্সিপ,ꯆꯦꯝꯄꯤꯌꯟꯁꯤꯞ
অসাওবী,ꯑꯁꯥꯑꯣꯕꯤ
পুখ্রিদুগী,ꯄꯨꯈꯔ꯭ꯤꯗꯨꯒꯤ
মহূম্সি,ꯃꯍꯨꯝꯁꯤ
এবনোর্মেল,ꯑꯦꯕꯅꯣꯔꯃꯦꯜ
তারেদকো,ꯇꯥꯔꯦꯗꯀꯣ
লৈকাইগি,ꯂꯩꯀꯥꯏꯒꯤ
নরুম্,ꯅꯔꯨꯝ
কমিশন্না,ꯀꯃꯤꯁꯟꯅꯥ
হৌরকপদদি,ꯍꯧꯔꯛꯄꯗꯗꯤ
এন্টিসেপ্টিক,ꯑꯦꯟꯇꯤꯁꯦꯞꯇꯤꯛ
এম্পাৱরমেন্টকী,ꯑꯦꯝꯄꯥꯋꯔꯃꯦꯟꯇꯀꯤ
মীওইশীংশীং,ꯃꯤꯑꯣꯏꯁꯤꯡꯁꯤꯡ
খুদোংচাবদি,ꯈꯨꯗꯣꯡꯆꯥꯕꯗꯤ
মীয়াই,ꯃꯤꯌꯥꯏ
অঙাওবগী,ꯑꯉꯥꯑꯣꯕꯒꯤ
পম্পশীংগী,ꯄꯝꯄꯁꯤꯡꯒꯤ
ইলাইব্রেরি,ꯏꯂꯥꯏꯕꯔ꯭ꯦꯔꯤ
মান্না,ꯃꯥꯟꯅꯥ
রিজর্ভেসন,ꯔꯤꯖꯔꯚꯦꯁꯟ
বাইওপেষ্টিসাইদশীং,ꯕꯥꯏꯑꯣꯄꯦꯁꯇꯤꯁꯥꯏꯗꯁꯤꯡ
সম্পাদক,ꯁꯝꯄꯥꯗꯛ
ত্রোপিকেল,ꯇꯔ꯭ꯣꯄꯤꯀꯦꯜ
প্রোজেক্টশিংবু,ꯄꯔ꯭ꯣꯖꯦꯛꯇꯁꯤꯡꯕꯨ
জর্নেলিষ্টশিংবু,ꯖꯔꯅꯦꯂꯤꯁꯇꯁꯤꯡꯕꯨ
মহৈশীংদু,ꯃꯍꯩꯁꯤꯡꯗꯨ
মসিখক্তনি,ꯃꯁꯤꯈꯛꯇꯅꯤ
ৱাতাশিং,ꯋꯥꯇꯥꯁꯤꯡ
লৈবদা,ꯂꯩꯕꯗ
প্রোগ্রাম্না,ꯄꯔ꯭ꯣꯒꯔ꯭ꯥꯝꯅꯥ
দিসওর্দরনি,ꯗꯤꯁꯑꯣꯔꯗꯔꯅꯤ
নম্হনীংই,ꯅꯝꯍꯅꯤꯡꯏ
পার্সেন্ট,ꯄꯥꯔꯁꯦꯟꯇ
হৌনবগী,ꯍꯧꯅꯕꯒꯤ
ফেব্রুৱারী,ꯐꯦꯕꯔ꯭ꯨꯋꯥꯔꯤ
সুইনো,ꯁꯨꯏꯅꯣ
ইথৌনা,ꯏꯊꯧꯅꯥ
দিসওর্দরস,ꯗꯤꯁꯑꯣꯔꯗꯔꯁ
কারক্পদু,ꯀꯥꯔꯛꯄꯗꯨ
থৌশারক্ত্রিবনো,ꯊꯧꯁꯥꯔꯛꯇꯔ꯭ꯤꯕꯅꯣ
লম্শাং,ꯂꯝꯁꯥꯡ
পুখ্রিশীং,ꯄꯨꯈꯔ꯭ꯤꯁꯤꯡ
ত্রেন্চশীং,ꯇꯔ꯭ꯦꯟꯆꯁꯤꯡ
উনশাগী,ꯎꯟꯁꯥꯒꯤ
লুখ্রবী,ꯂꯨꯈꯔ꯭ꯕꯤ
ঙাঙ্না,ꯉꯥꯡꯅꯥ
হূরান,ꯍꯨꯔꯥꯟ
তৌবিমল,ꯇꯧꯕꯤꯃꯜ
গ্য়ান্,ꯒꯌ꯭ꯥꯟ
রুবেল্লাগী,ꯔꯨꯕꯦꯜꯂꯥꯒꯤ
সবসেক্সন,ꯁꯕꯁꯦꯛꯁꯟ
তেক্থা,ꯇꯦꯛꯊꯥ
মহৌশাগুম,ꯃꯍꯧꯁꯥꯒꯨꯝ
হন্জিল্হন্জিল্,ꯍꯟꯖꯤꯜꯍꯟꯖꯤꯜ
কমপ্লেন,ꯀꯝꯄꯂ꯭ꯦꯟ
ইন্দস্ট্রি,ꯏꯟꯗꯁꯇꯔ꯭ꯤ
ওজাশিংগী,ꯑꯣꯖꯥꯁꯤꯡꯒꯤ
দিসসেমিনেসন,ꯗꯤꯁꯁꯦꯃꯤꯅꯦꯁꯟ
নীংথি,ꯅꯤꯡꯊꯤ
তংখায়্,ꯇꯪꯈꯥꯌ
ওর্গানাইজিং,ꯑꯣꯔꯒꯥꯅꯥꯏꯖꯤꯡ
ফাইন্দিংশীং,ꯐꯥꯏꯟꯗꯤꯡꯁꯤꯡ
